# Project DownloadCount ErrorProbability
blurb 49327 1
datashape 49276 0
pemja 49231 1
pandasai 49204 1
google-cloud-notebooks 49201 1
zope-i18n 49195 1
pypickle 49192 1
fbmessenger 49184 1
spaces 49178 1
junit-xml-2 49127 1
edx-ace 49115 1
nicegui 49112 1
ruff-lsp 49076 1
powerline-status 49070 1
serial 49058 1
databind-json 49054 1
amazon-dax-client 49050 1
glue-helper-lib 49023 1
xlrd3 49014 1
opentelemetry-exporter-opencensus 49011 1
edx-celeryutils 49004 0
azureml-interpret 48940 1
unicon-plugins 48890 1
faust-streaming 48869 1
rq-dashboard 48859 1
gpytranslate 48839 1
paver 48829 0
firebolt-sdk 48826 1
autorom-accept-rom-license 48818 1
hampel 48805 1
googleauthentication 48784 1
opencensus-ext-zipkin 48777 0
azure-cognitiveservices-vision-computervision 48772 1
python-gettext 48758 1
pytorch-forecasting 48758 1
django-dbbackup 48754 1
scikit-datasets 48695 1
webrtcvad 48690 0
sphinx-automodapi 48678 1
gallery-dl 48677 1
databricks-dbapi 48671 1
tap-py 48668 1
text-generation 48641 1
skorch 48634 1
access-parser 48600 1
rpmfile 48584 0
automaton 48579 0
django-jinja 48567 0
fn-graph 48562 1
lama-cleaner 48560 1
fastapi-users 48559 1
datetime-distance 48544 1
django-cprofile-middleware 48474 1
flake8-2020 48455 1
django-netfields 48424 1
ora2 48353 1
backoff-stubs 48350 1
etos-lib 48346 1
djangorestframework-recursive 48344 0
slackeventsapi 48337 1
pypgstac 48312 1
labelme 48304 1
nevergrad 48299 1
tableauscraper 48298 1
castellan 48295 0
flask-seasurf 48283 0
pycadf 48266 0
linearmodels 48256 1
openedx-django-pyfs 48237 0
flask-mysqldb 48219 1
pytest-mpl 48199 0
dj-static 48183 1
pipe 48167 1
gmplot 48096 1
demyst-common 48092 1
openedx-filters 48091 1
bioregistry 48086 1
python-liquid 48079 1
event-tracking 48060 1
prompthub-py 48015 0
pyroma 47994 0
pysubnettree 47988 1
pyprind 47966 0
zope-lifecycleevent 47964 0
label-studio-tools 47912 1
edx-completion 47898 1
basemap-data-hires 47873 1
django-htmlmin 47871 1
tubes 47871 1
mattermostwrapper 47840 1
oslo-rootwrap 47840 1
ghome-foyer-api 47823 1
athena-cli 47817 1
django-summernote 47807 1
uuid6 47777 1
pyyml 47754 1
h3-pyspark 47746 1
pyrebase4 47702 1
scout-apm 47694 1
markdownlit 47694 1
zhdate 47685 1
drf-api-tracking 47628 1
lti-consumer-xblock 47612 0
pydevicetree 47609 1
veryfi 47567 1
hangul-romanize 47565 1
pyjokes 47523 1
drf-typed-views 47512 1
markdown-include 47494 0
rstl 47494 1
pytrie 47486 1
django-defender 47465 1
walkdir 47458 1
flake8-colors 47458 1
tftpy 47453 0
edx-submissions 47452 1
proxy-tools 47428 0
pypdf4 47416 1
py-dateutil 47414 1
pydantic-spark 47412 1
librato-metrics 47406 1
youtube-search 47396 0
sphinx-panels 47382 1
pymonad 47355 1
njsscan 47341 1
jsoncsv 47331 1
pgmpy 47311 1
sure 47293 0
hatch-jupyter-builder 47287 1
pystoi 47287 1
rpi-gpio 47268 0
demyst-cli 47265 1
sphinx-mdinclude 47215 0
zope-publisher 47181 1
resource 47178 1
window-ops 47153 1
python-twitter 47130 0
cogapp 47125 0
tbump 47122 1
pylint-odoo 47109 0
singlestoredb 47079 1
deprecation-alias 47077 1
fontawesomefree 47073 0
colcon-core 47046 1
aplus 47037 1
singledispatchmethod 47026 1
jsonform 47026 1
stactools 47009 1
edx-when 46981 1
random-word 46973 1
pydes 46973 0
zope-contenttype 46955 0
spikeinterface 46954 1
verlib2 46953 1
price-parser 46950 1
edx-search 46945 1
govee-api-laggat 46934 1
openedx-atlas 46932 1
ocifs 46918 1
opentelemetry-instrumentation-system-metrics 46917 1
done-xblock 46897 1
python-easyconfig 46891 1
django-libsass 46868 0
zdesk 46859 1
django-user-tasks 46855 0
pysrt 46849 0
biplist 46836 0
chromedriver-py 46824 1
edxval 46818 1
bx-python 46812 1
django-redis-sessions 46810 1
streamlit-toggle-switch 46786 1
jsonsir 46784 1
prefect-docker 46757 1
truecase 46750 1
xmindparser 46731 1
edx-organizations 46726 1
bardapi 46722 1
edx-proctoring 46691 1
django-q 46689 0
edx-bulk-grades 46676 1
django-splash 46655 1
hqq 46655 1
help-tokens 46647 1
ixnetwork-restpy 46617 1
load-dotenv 46612 1
edx-milestones 46584 0
gtts-token 46561 0
solana 46548 1
mtcnn 46547 1
types-pyjwt 46542 1
robotframework-archivelibrary 46519 1
djangorestframework-jsonapi 46513 1
alpaca-py 46510 1
demjson3 46499 0
flake8-picky-parentheses 46484 1
pyexcel-webio 46483 1
pytest-embedded 46474 1
piecewise-regression 46449 1
django-jsonform 46443 1
enmerkar-underscore 46426 1
zulip 46418 0
pygdal 46400 1
observable 46378 1
edx-sga 46370 1
intake 46365 1
edx-name-affirmation 46338 1
django-esi 46334 1
python-lzf 46310 0
carbon-black-cloud-sdk 46310 1
deptry 46293 1
mux-python 46288 1
polygon-geohasher 46280 1
oslo-privsep 46237 1
tmdbsimple 46220 1
spotinst-agent-2 46192 1
pypyodbc 46172 0
django-allauth-2fa 46143 1
stac-check 46140 1
chacha20poly1305-reuseable 46137 0
dcor 46136 1
mws 46130 1
spectate 46127 1
opentelemetry-exporter-gcp-monitoring 46100 1
python-consul2 46098 1
authclient 46094 1
autots 46072 1
docspec 46065 1
spur 46056 0
interrogate 46049 1
pulumi-kubernetes 46030 0
dagster-gcp 46016 1
advertools 46005 1
tinynetrc 45966 1
reno 45956 0
rainbow-logging-handler 45925 1
erroranalysis 45924 1
leidenalg 45921 1
aliyun-python-sdk-cms 45905 1
pdfminer2 45902 1
django-cachalot 45894 1
daz 45887 1
static3 45870 1
urwid-mitmproxy 45858 1
vt-py 45857 1
lightning-habana 45847 0
pypi-org 45833 1
ipycytoscape 45823 1
pyheif 45782 1
websockify 45700 0
pytest-embedded-serial 45699 1
django-background-tasks 45687 1
http3 45655 1
class-registry 45649 0
demucs 45649 1
pytest-embedded-serial-esp 45615 1
coolprop 45612 1
fhir-resources 45610 1
walrus 45562 1
deepgram-sdk 45552 1
sdkit 45545 1
causalimpact 45518 1
contrast-agent-lib 45516 1
django-weasyprint 45515 1
jtutils 45494 1
can-isotp 45474 1
asyncio-nats-client 45471 0
django-notifications-hq 45463 1
neutron-lib 45457 1
django-request-logging 45451 1
hypothesis-graphql 45446 1
django-s3direct 45431 1
pingparsing 45402 1
sealights-python-agent 45381 0
xblock-utils 45358 1
stable-diffusion-sdkit 45339 1
crate-docs-theme 45338 1
os-ken 45323 1
roffio 45308 1
holeysheet 45301 1
zope-index 45279 0
databricks-mosaic 45261 1
usps-api 45253 1
pysodium 45245 1
airtable 45234 1
aioesphomeapi 45233 1
progiter 45226 1
django-parler 45217 1
adafruit-blinka 45211 1
sceptre 45193 1
initools 45184 1
asdf-astropy 45183 1
pytest-embedded-idf 45177 1
stream-chat 45173 1
pykalman 45160 1
aliyun-python-sdk-r-kvstore 45143 1
stemming 45140 1
aiohttp-sse-client 45134 1
kivy-deps-sdl2 45130 1
pytest-grpc 45117 1
xpress 45093 0
ovh 45088 0
hivejdbc 45083 1
pure25519 45071 1
pymacaroons 45068 0
pytest-testconfig 45046 1
pytest-unordered 45045 0
macaddress 45022 1
s4cmd 45019 1
ansible-pylibssh 45009 1
torpy 44987 0
pytictoc 44984 1
quickchart-io 44975 0
gpxpy 44970 0
vulners 44965 1
botframework-connector 44953 0
mobsfscan 44942 1
wasmtime 44921 0
fastnlp 44919 0
rednose 44907 0
mdc 44900 1
amazon-kclpy 44897 1
alembic-autogenerate-enums 44891 1
cbitstruct 44891 1
apache-airflow-providers-exasol 44875 1
django-vite 44864 1
django-extra-views 44856 1
ocrmypdf 44798 1
mlr 44747 1
fixedwidth 44737 1
pywebhdfs 44725 1
raydp 44705 1
stochastic 44640 1
pytest-test-groups 44640 1
rkvst-archivist 44612 1
fold-to-ascii 44608 1
pinject 44607 1
flake8-mypy 44581 1
pygdbmi 44575 0
nilearn 44533 1
formulae 44526 0
httpx-auth 44510 0
edx-event-bus-redis 44493 1
pythreejs 44492 1
ansible-builder 44488 1
ipfn 44483 1
pysnmp-lextudio 44406 1
featuretools 44406 1
tarsafe 44370 0
pid 44370 0
asyncmock 44349 1
tls-parser 44332 0
pinax-teams 44320 1
dataprep 44318 1
crudini 44286 1
ovsdbapp 44281 1
pinax-invitations 44267 1
wtforms-components 44262 1
django-maintenance-mode 44260 0
streamlit-embedcode 44237 1
python3-gearman 44235 1
staff-graded-xblock 44205 1
webhelpers2 44154 1
pytest-embedded-qemu 44130 1
pytest-tap 44126 1
streamlit-camera-input-live 44116 1
pyperf 44101 0
aliyun-python-sdk-slb 44065 1
cardboardlint 44047 1
types-xxhash 44042 1
pytest-trio 44035 0
resfo 44022 1
flake8-pyi 44017 1
passwordgenerator 43987 1
dist-keras 43983 1
certbot-dns-godaddy 43975 1
apache-flink 43964 1
editdistpy 43944 1
dukpy 43941 1
runipy 43926 1
adjusttext 43906 0
business-rules 43864 1
pylast 43832 0
rbx 43819 1
zconfig 43809 0
pygltflib 43808 0
maya 43759 1
crc 43753 0
pybedtools 43748 1
super-csv 43700 1
etos-test-runner 43693 1
pip-upgrader 43664 1
sqlalchemy-utc 43661 0
qualname 43660 1
sfmergeutility 43659 0
pyconify 43638 1
xblock-drag-and-drop-v2 43606 1
modernize 43598 1
flake8-absolute-import 43588 1
wyzeapy 43580 1
img2dataset 43576 1
flask-redis 43575 1
random-name 43545 1
anytemplate 43541 1
cos-python-sdk-v5 43537 1
snaptime 43526 1
pgcli 43514 1
persiantools 43512 1
aws-configure 43498 1
antropy 43497 1
konoha 43489 1
jupyter-http-over-ws 43473 1
pbipy 43473 1
openedx-django-wiki 43450 1
happybase 43445 1
infoblox-client 43443 0
mecab-ko 43413 1
jupyterlab-execute-time 43401 1
mecab-ko-dic 43399 1
flake8-breakpoint 43380 1
opentelemetry-instrumentation-tortoiseorm 43329 1
pip-compile-multi 43269 1
lazy-imports 43269 1
allianceauth 43249 1
inscriptis 43216 1
dagster-snowflake 43214 1
openedx-blockstore 43204 1
openedx-django-require 43199 1
linode-api4 43194 1
nose-exclude 43193 0
reacton 43192 1
orderedset 43183 1
brewer2mpl 43182 1
base36 43165 0
pykube-ng 43150 0
esp-idf-nvs-partition-gen 43144 1
prefect-dask 43140 1
neotermcolor 43140 1
pigar 43122 1
jsonlib-python3 43084 1
python3-nmap 43072 1
spark-parser 43064 0
hdijupyterutils 43038 1
pytest-check-links 43034 1
nwdiag 43032 0
flask-uuid 43030 1
c7n-gcp 42994 0
woocommerce 42970 1
nanomock 42959 1
nanolab 42937 1
nanolog-parser 42933 1
robotbackgroundlogger 42913 1
kivy-deps-angle 42901 1
django-add-default-value 42882 1
asgi-idempotency-header 42875 1
dict-plus 42822 1
ddddocr 42794 1
aeppl 42793 0
marrow-mailer 42767 1
xblock-google-drive 42765 1
marrow-util 42763 1
torchio 42759 1
flake8-junit-report 42752 1
quadprog 42743 1
python-dxf 42708 0
ggplot 42703 1
cqlsh 42702 1
timing-asgi 42674 1
flask-simplelogin 42670 1
deezer-py 42649 0
django-revproxy 42638 0
click-datetime 42611 1
python-aqi 42602 1
red-black-tree-mod 42561 1
luqum 42553 1
termstyle 42550 0
django-slack 42540 1
pyre-check 42514 1
skforecast 42508 1
autofaiss 42504 1
astro-provider-databricks 42499 1
django-cron 42486 1
wsgiref 42485 1
python-geoip-python3 42475 1
pluginlib 42442 0
launchdarkly-api 42442 0
cwl-utils 42411 1
avalara 42384 1
colcon-cmake 42384 1
conda-package-streaming 42381 1
cli-ui 42376 1
stream-zip 42376 1
box2d-py 42350 1
dj-email-url 42333 0
pyocclient 42325 1
pythena 42300 1
djangorestframework-filters 42279 1
fastpbkdf2 42238 1
spin 42234 1
macaroonbakery 42225 1
scikit-fuzzy 42205 0
dagster-shell 42202 1
meteostat 42201 1
ansible-modules-hashivault 42188 1
socksipy-branch 42169 0
autovizwidget 42155 1
support-developer 42146 1
pydantic-compat 42124 1
glcontext 42124 1
python-google-places 42122 1
openqasm3 42106 1
aiohttp-client-cache 42084 0
esp-coredump 42079 1
django-sesame 42077 0
poppler-utils 42066 1
py-arkose-generator 42054 1
rust 42054 1
moderngl 42051 1
acceldata-sdk 42033 1
pytest-mock-resources 42022 1
databricksapi 42007 1
sphinxcontrib-openapi 41991 1
os-vif 41973 1
solders 41968 1
smtpapi 41954 1
flake8-django 41935 1
data-science-types 41929 1
ipynb 41920 1
deemix 41909 0
notify2 41900 0
pulumi-gcp 41888 0
openedx-learning 41877 1
pycapnp 41873 1
ipyvolume 41863 1
apache-airflow-backport-providers-microsoft-azure 41839 1
home-connect-async 41830 1
plane-war 41825 1
klaviyo-sdk 41817 0
pysmbclient 41814 1
django-admin-inline-paginator 41812 1
healpy 41753 1
wait-for-it 41714 1
botbuilder-core 41681 0
py3createtorrent 41674 1
hdmf 41666 1
graphdatascience 41659 1
django-ajax-selects 41621 1
types-tornado 41614 1
apply-defaults 41602 1
markdown-frames 41588 1
django-smart-selects 41582 1
mplleaflet 41562 0
drf-standardized-errors 41559 1
simplecosine 41547 1
djangocms-text-ckeditor 41533 1
pandas-usaddress 41522 1
python-libpython-debian-bin 41518 0
typeapi 41514 1
async-cache 41499 0
spark-df-profiling-new 41493 1
pytest-timeouts 41488 1
pylibiio 41472 1
latex2mathml 41416 0
pyvips 41411 0
mattermostdriver 41399 0
spavro 41384 1
cov-core 41378 1
aiodogstatsd 41350 1
jaro-winkler 41338 0
ramp-packer 41322 1
dbus-next 41321 0
cwl-upgrader 41319 0
django-tailwind 41295 1
purl 41295 0
colcon-ros 41290 1
thriftrw 41271 1
django-admin-sortable 41260 1
celery-batches 41220 0
workdays 41215 1
psd-tools 41191 1
adafruit-pureio 41183 0
openedx-mongodbproxy 41166 1
python-ironicclient 41136 1
jsoncomparison 41125 1
pytextrank 41118 1
pystyle 41115 1
sqlalchemy-drill 41078 1
aliyun-python-sdk-cs 41040 1
patroni 41026 0
version-parser 41013 1
nbimporter 41013 1
stravalib 40995 0
marshmallow-annotations 40992 1
corner 40978 1
flask-autoindex 40978 0
colcon-recursive-crawl 40975 1
soda-sql-core 40961 1
aws-lambda-context 40961 0
flask-silk 40956 0
csvvalidator 40937 1
aliyun-python-sdk-cdn 40921 0
acceldata-airflow-sdk 40914 1
pulpcore-client 40901 1
stamina 40896 1
python-lsp-black 40848 0
dagster-celery-k8s 40828 1
zope-size 40822 0
lib4sbom 40794 0
django-role-permissions 40784 1
undecorated 40766 1
fixit 40759 1
jsonobject 40751 1
meraki 40741 1
gguf 40739 1
quantiphy 40733 0
mrmr-selection 40673 1
azdev 40671 1
django-js-reverse 40640 1
amazon-textract-caller 40630 1
pymantic 40606 1
patchwork 40600 1
constants 40591 1
flask-dance 40566 1
hyundai-kia-connect-api 40484 1
azure-cli-diff-tool 40464 1
warrant 40456 1
recurly 40454 1
azure-communication-email 40452 1
nr-date 40443 1
streamlit-authenticator 40438 1
jupyterhub-idle-culler 40429 1
os-brick 40407 1
confluent-cloud-sdk 40404 1
pyop 40356 1
adafruit-circuitpython-busdevice 40321 1
blurhash 40320 0
pytest-insta 40318 1
sdv 40316 1
simple-crypt 40315 1
hcloud 40315 0
certificates 40290 1
apache-airflow-providers-apache-cassandra 40277 1
pot 40262 0
azureml-metrics 40259 0
causalinference 40253 0
etcd3gw 40226 0
typos 40224 1
xds-protos 40218 1
colcon-powershell 40197 1
pytest-json 40172 1
postal-address 40162 1
jsonapi-requests 40150 1
marrow-interface 40150 1
pluralizer 40145 0
libnacl 40139 0
biocommons-seqrepo 40125 1
clarifai-grpc 40119 1
ecmwflibs 40102 1
flask-injector 40086 1
pyobjc-framework-safetykit 40072 1
pyobjc-framework-healthkit 40071 1
pyobjc-framework-sharedwithyoucore 40070 1
flake8-copyright 40054 0
pyobjc-framework-backgroundassets 40053 1
gymnasium-notices 40052 1
pyobjc-framework-extensionkit 40051 1
pycups 40051 1
pyobjc-framework-sharedwithyou 40049 1
botframework-streaming 40047 0
pyobjc-framework-metalfx 40041 1
pyobjc-framework-avrouting 40039 1
allpairspy 40011 0
django-session-timeout 40010 1
mitmproxy-wireguard 40006 1
color-operations 39994 1
awslogs 39993 1
sklearn2pmml 39986 1
cmp-version 39975 1
pulp-file-client 39974 1
sphinxcontrib-redoc 39959 1
xsd-validator 39957 0
pyuegc 39950 1
sphinxcontrib-nwdiag 39929 1
pyobjc-framework-threadnetwork 39897 1
mastodon-py 39871 0
adafruit-circuitpython-typing 39864 1
pulp-deb-client 39861 1
colcon-parallel-executor 39858 1
unify 39846 0
lightgbm-ray 39843 1
telegram 39834 0
lastversion 39793 1
appdynamics-proxysupport-linux-x64 39792 0
pyvcf 39785 1
opencensus-ext-sqlalchemy 39755 1
django-sass-processor 39707 1
nplusone 39705 0
rubicon-objc 39696 1
types-attrs 39687 0
mkdocs-git-authors-plugin 39661 0
jupyterhub-kubespawner 39640 1
torrequest 39629 0
colormath 39617 0
pafy 39599 1
zope-container 39584 1
py-machineid 39581 1
environ-config 39535 1
python-quilt 39519 1
syntok 39515 0
testslide 39515 1
shipyard-utils 39505 1
django-test-without-migrations 39463 1
asusrouter 39456 1
awesome-slugify 39453 0
py-healthcheck 39407 1
unipath 39390 0
frida-tools 39369 1
soda-sql-spark 39343 1
zipstream-ng 39335 0
colcon-zsh 39329 1
imgdiff 39320 1
prisma 39318 0
adafruit-platformdetect 39300 0
paddle2onnx 39250 0
tradingeconomics 39212 1
mabwiser 39209 1
panflute 39198 0
graphql-ws 39174 1
pytest-docker-tools 39168 1
pytest-filter-subpackage 39168 0
salt 39165 1
warp10-jupyter 39164 1
implicits 39160 1
dilivia-data-client 39157 1
pymmh3 39154 0
meilisearch 39147 0
robotframework-pdf2textlibrary 39121 1
async-retrying 39116 1
hug 39094 1
pyroots 39084 1
headerparser 39060 0
plyara 39054 1
flet-core 39048 0
torcheval 39035 1
wsme 39031 1
optional-django 39015 0
garminconnect 39012 1
thehive4py 39008 0
zope-site 39000 1
aws-cdk-aws-glue 38978 1
pytest-xvfb 38971 1
django-loginas 38962 1
pydig 38902 1
func-args 38866 1
lambda-multiprocessing 38857 1
ibm-vpc 38819 1
tesserocr 38815 1
bottle-beaker 38803 1
aes-cipher 38770 1
fastapi-events 38751 1
zi-api-auth-client 38746 1
nested-dict 38724 1
findiff 38679 1
tfrecord 38666 1
kivy-deps-glew 38660 1
magicgui 38654 1
south 38639 1
gpflow 38619 1
librespot 38618 1
django-post-office 38596 1
slack-notifications 38594 1
supersmoother 38581 1
deepctr 38578 1
qiskit-ibm-runtime 38575 1
google-cloud-sqlcommenter 38569 1
pytest-structlog 38569 1
py-geth 38547 1
turtle 38538 1
asciimatics 38538 0
domaintools-api 38533 1
vconnector 38516 1
pytest-describe 38513 0
spidev 38499 0
podman 38498 0
gidgethub 38495 0
iterative-stratification 38471 1
pygmsh 38421 1
relatorio 38383 0
djangorestframework-bulk 38381 0
easyargs 38367 1
linkchecker 38357 1
backoff-utils 38348 1
pydivert 38329 1
knockapi 38310 1
aws-sso-lib 38262 0
types-pymssql 38256 1
appinsights 38252 1
envsubst 38246 1
hera 38244 1
robotframework-imaplibrary2 38233 1
vistir 38224 1
eip712 38209 1
bigquery 38181 1
llama-hub 38169 1
bech32 38160 0
casbin-sqlalchemy-adapter 38122 1
apache-atlas 38090 1
objprint 38083 1
pylibsrtp 38081 1
nosexcover 38077 0
cppheaderparser 38066 0
langflow 38044 1
alpaca-trade-api 38000 1
tushare 38000 1
h2o-pysparkling-3-2 37999 1
pulp-cli 37989 1
countryinfo 37979 0
xpinyin 37928 1
rltest 37912 1
woothee 37889 1
kedro-telemetry 37881 1
tmdbv3api 37880 1
django-rest-multiple-models 37864 1
vega-datasets 37862 0
simple-dwd-weatherforecast 37858 1
qasync 37838 0
ovs 37834 1
pytorch-optimizer 37832 1
multiline-log-formatter 37831 1
pyethash 37829 1
ciphey 37815 1
exif 37812 0
mock-alchemy 37805 1
opnieuw 37792 1
pytest-cover 37790 1
pyrabbit 37781 1
reorder-python-imports 37776 0
cdk-ecr-deployment 37765 1
cdktf 37759 1
jenkins 37748 1
azure-mgmt-databricks 37730 1
pytest-notebook 37699 1
honeybadger 37696 0
zipstream-new 37685 0
types-httplib2 37677 0
ip2geotools 37676 1
shortid 37668 1
py-sr25519-bindings 37668 1
falcon-cors 37665 1
pylatex 37658 1
wsaccel 37637 1
spacy-curated-transformers 37617 1
gcloud-aio-pubsub 37608 1
docx-mailmerge 37596 1
apache-airflow-providers-vertica 37596 1
pytest-virtualenv 37583 1
allianceauth-discordbot 37581 1
tencentcloud-sdk-python-common 37555 1
line-notify 37537 1
sqlalchemy-views 37525 0
energyquantified 37521 1
nameko 37500 1
osgridconverter 37473 1
mediapy 37472 0
validate-docbr 37464 0
pybadges 37448 1
ops 37429 1
daiquiri 37416 0
metayaml 37404 1
guzzle-sphinx-theme 37385 1
translate-toolkit 37377 1
solara 37352 1
django-contrib-comments 37322 0
splitio-client 37304 1
dagster-celery 37303 1
normality 37300 0
testdroid 37300 1
allianceauth-app-utils 37295 1
ulid-transform 37291 0
django-activity-stream 37282 1
code-ocean-aux-tools 37267 1
entry-points-txt 37259 0
configparser2 37249 1
py-markdown-table 37249 1
sdnotify 37249 0
dask-kubernetes 37242 1
colored-traceback 37235 0
distro-info 37231 1
lightning-graphcore 37229 0
adbc-driver-manager 37227 0
bcpy 37220 1
pyjanitor 37219 1
konlpy 37212 0
photutils 37210 1
pytest-venv 37204 1
xtgeo 37203 1
adafruit-circuitpython-requests 37191 1
sigfig 37169 1
fpyutils 37163 0
pymem 37146 1
clarifai 37143 1
eml-parser 37138 1
jws 37120 1
aiortc 37112 1
captcha 37081 1
mastercard-oauth1-signer 37081 1
polyaxon 37041 1
airflow-provider-xlsx 37029 1
emoji-country-flag 37019 1
opentelemetry-exporter-zipkin-json 37011 1
covdefaults 36988 1
loggly-python-handler 36973 1
ipycanvas 36961 1
types-openssl-python 36925 0
ormar 36921 0
brainstem 36882 0
common 36873 1
types-characteristic 36867 1
types-backports-abc 36865 1
dbstream 36848 1
curated-tokenizers 36847 1
types-routes 36834 1
types-all 36827 1
types-fb303 36827 1
types-pathlib2 36818 1
types-nmap 36817 1
types-kazoo 36816 1
gtfs-realtime-bindings 36814 0
cacheman 36814 0
pillow-simd 36813 1
types-scribe 36811 1
flake8-fixme 36799 1
rtoml 36798 1
datadog-checks-dev 36793 1
